lat,lng,alt
42.5337090346, -83.1183526874, 195.326450815
42.5336503949, -83.1183363788, 195.210215526
42.5335840156, -83.1183339191, 195.114979938
42.5335357581, -83.1183320384, 195.180029552
42.5335042123, -83.1183266607, 195.343455401
42.5334803235, -83.1183242327, 195.342340182
42.5334582899, -83.1183211242, 195.474963285
42.5334399287, -83.1183182829, 195.577692756
42.5334216584, -83.1183153506, 195.549049842
42.5334037989, -83.1183124672, 195.669321342
42.5333859003, -83.1183097803, 195.653127056
42.5333583909, -83.1183056624, 195.777046136
42.5333253371, -83.118301224, 195.875553495
42.5332967236, -83.1182974489, 195.861111316
42.5332563772, -83.1182928869, 195.9919286
42.5331927734, -83.1182865612, 196.087543466
42.5331209472, -83.1182805288, 196.182843002
42.5330670272, -83.1182713075, 196.307212685
42.5330312639, -83.1182623006, 196.563333824
42.5330005528, -83.1182531133, 196.771768153
42.5329697808, -83.1182437609, 196.836961548
42.5329355419, -83.118232397, 196.928645706
42.5328938232, -83.1182169502, 197.139104094
42.5328543322, -83.1181982591, 197.194379764
42.5328210689, -83.1181784254, 197.154672567
42.5327920734, -83.1181575553, 197.275893327
42.5327658918, -83.118137535, 197.370817281
42.532741762, -83.118118547, 197.333100704
42.5327211484, -83.1181006037, 197.332111823
42.532704858, -83.1180849805, 197.467973828
42.5326951719, -83.1180755641, 197.574630454
42.532687426, -83.1180683488, 197.548327062
42.5326782559, -83.1180592352, 197.664900904
42.5326673718, -83.1180492416, 197.638952452
42.532654686, -83.1180359395, 197.751336992
42.5326368063, -83.1180161422, 197.704227022
42.5326111163, -83.1179872005, 197.554016348
42.5325866185, -83.1179551439, 197.572823847
42.5325662454, -83.1179265807, 197.573923279
42.532548815, -83.117900084, 197.45062725
42.5325332438, -83.1178752043, 197.481413006
42.5325193633, -83.1178528231, 197.492334996
42.5325074722, -83.1178322683, 197.495152133
42.532494939, -83.1178122976, 197.488077943
42.5324780792, -83.1177840865, 197.358505289
42.5324549423, -83.1177449038, 197.383293822
42.5324284173, -83.1176958872, 197.391183253
42.5324004668, -83.1176443901, 197.394359179
42.5323729802, -83.1175980615, 197.397498706
42.5323441722, -83.1175482951, 197.397618636
42.5323158673, -83.1174999571, 197.398610127
42.5322896687, -83.1174547, 197.40243251
42.5322644858, -83.1174119652, 197.409005384
42.5322387463, -83.1173703115, 197.421795568
42.53220661, -83.1173202943, 197.546686817
42.5321723011, -83.117266984, 197.516084663
42.5321358284, -83.1172092496, 197.503468372
42.5320987716, -83.1171542241, 197.49852672
42.5320632806, -83.1171045487, 197.497714323
42.5320290517, -83.1170584724, 197.496764651
42.5319961793, -83.1170145116, 197.493521024
42.5319639794, -83.1169736224, 197.48297431
42.531931824, -83.1169351508, 197.352259159
42.531896599, -83.1168937784, 197.370335307
42.5318536426, -83.1168473289, 197.245218892
42.5318013044, -83.1167931749, 197.260454621
42.5317455918, -83.1167385885, 197.140451843
42.5316948032, -83.1166909396, 197.180837928
42.5316465431, -83.1166484722, 197.205696909
42.5316001942, -83.1166084973, 197.338412965
42.5315560064, -83.116572215, 197.308193777
42.5315253276, -83.1165483623, 197.306453303
42.5315047692, -83.1165327106, 197.316036919
42.5314954729, -83.1165261043, 197.446449458
42.5314913746, -83.1165236851, 197.41070297
42.5314853916, -83.1165195333, 197.269273924
42.5314759854, -83.1165133582, 197.290472878
42.5314635495, -83.116504192, 197.296490125
42.5314501348, -83.1164943325, 197.299565426
42.5314350584, -83.1164832285, 197.301562648
42.5314192676, -83.1164725174, 197.306433839
42.5314018973, -83.1164621526, 197.317290354
42.5313829101, -83.1164510535, 197.445823254
42.5313580837, -83.1164381916, 197.409605756
42.5313286925, -83.1164247141, 197.382732411
42.5312984449, -83.116411574, 197.244182663
42.5312813312, -83.1164021566, 197.278215326
42.5312726247, -83.1163987424, 197.294755715
42.5312702257, -83.1163969166, 197.304256804
42.5312691822, -83.1163962705, 197.30872708
42.5312613502, -83.116392261, 197.304384727
42.5312484556, -83.1163858798, 197.297802026
42.5312269772, -83.116375533, 197.280118779
42.5312000871, -83.1163633242, 197.14255033
42.531175781, -83.1163512482, 197.163783166
42.5311520117, -83.1163408318, 197.049706435
42.531126524, -83.1163300082, 197.085861383
42.5310925358, -83.1163160789, 197.094540022
42.5310493714, -83.1162985714, 197.090176037
42.5309983432, -83.1162806511, 197.075087705
42.5309474839, -83.1162648901, 196.946558206
42.5309019281, -83.1162538426, 196.983177257
42.5308646569, -83.1162450248, 197.014124075
42.5308347823, -83.1162383994, 197.164819463
42.5308082687, -83.1162325913, 197.273736198
42.5307819857, -83.1162272858, 197.246946728
42.5307543223, -83.1162211795, 197.362711382
42.5307156567, -83.1162131437, 197.319740954
42.530668174, -83.1162037435, 197.291720366
42.5306132672, -83.1161954521, 197.154359855
42.5305557369, -83.1161886595, 197.182125708
42.53049334, -83.1161827411, 197.190970115
42.5304251822, -83.1161752294, 197.189669802
42.5303604141, -83.1161683949, 197.191880231
42.5303003155, -83.1161630312, 197.194428992
42.5302387047, -83.1161596966, 197.18600316
42.5301748316, -83.116154521, 197.058590778
42.5301133836, -83.1161481337, 197.098853178
42.5300531314, -83.1161401973, 197.239050915
42.5299941953, -83.1161330779, 197.215340387
42.52993781, -83.1161276105, 197.209915681
42.5298794, -83.1161218107, 197.207702679
42.5298096187, -83.1161168101, 197.196624346
42.5297400822, -83.1161110341, 197.192031883
42.5296779531, -83.1161047036, 197.195580026
42.5296243351, -83.1160983293, 197.204454691
42.5295761556, -83.1160915554, 197.218377664
42.5295342175, -83.1160856172, 197.353209293
42.5294937778, -83.1160802013, 197.331262686
42.5294556307, -83.1160756198, 197.44037189
42.5294166296, -83.1160722059, 197.279751612
42.5293806, -83.1160688181, 197.306869533
42.5293484065, -83.1160649454, 197.444049287
42.5293170165, -83.1160612056, 197.41821031
42.5292865363, -83.1160583169, 197.410117747
42.5292566732, -83.1160552451, 197.41067825
42.5292226794, -83.1160506268, 197.41243462
42.5291715182, -83.1160409155, 197.402192947
42.5291110688, -83.1160258295, 197.394753578
42.529050805, -83.1160145237, 197.398013865
42.528992318, -83.1160078235, 197.409541461
42.5289300156, -83.1160029025, 197.528162569
42.5288656987, -83.1159988495, 197.371624142
42.5288062728, -83.1159945368, 197.402654482
42.5287506987, -83.1159869298, 197.539498169
42.5286885325, -83.1159737964, 197.39556055
42.5286131997, -83.115960169, 197.536150293
42.5285289267, -83.1159460799, 197.507136463
42.5284421453, -83.1159369178, 197.496250968
42.5283586908, -83.1159311227, 197.495630628
42.5282771812, -83.1159263984, 197.494637982
42.5281916012, -83.1159213215, 197.379925528
42.5281004308, -83.1159151773, 197.544684944
42.5280081276, -83.1159098674, 197.655538534
42.5279194847, -83.1159061619, 197.629122659
42.5278356313, -83.1159024417, 197.740028628
42.5277482421, -83.1158993176, 197.576684356
42.5276563652, -83.1158952835, 197.58861015
42.5275642426, -83.115889291, 197.592138195
42.5274759667, -83.1158852012, 197.595982277
42.527390436, -83.1158823047, 197.598303783
42.5273084323, -83.1158793337, 197.60113525
42.5272281145, -83.1158766576, 197.603491982
42.5271495526, -83.11587397, 197.608622667
42.5270721652, -83.115870828, 197.621047605
42.5269929568, -83.1158674822, 197.750350622
42.5269096828, -83.1158646718, 197.720920089
42.5268280334, -83.1158610784, 197.720186809
42.5267548886, -83.1158582866, 197.854864801
42.5266842677, -83.1158556658, 197.838641595
42.526613763, -83.1158527789, 197.958123091
42.5265391889, -83.1158497007, 197.923428679
42.5264606437, -83.1158472995, 197.90888706
42.526377346, -83.1158443577, 197.900364665
42.5262927112, -83.1158414881, 197.896318063
42.5262106003, -83.1158380005, 197.89659197
42.5261321989, -83.1158335155, 197.899178574
42.5260560077, -83.1158290362, 197.901688428
42.5259818097, -83.1158248817, 197.906075373
42.5259096002, -83.1158220333, 197.916983056
42.5258393239, -83.115820449, 198.046154475
42.5257701028, -83.1158196317, 198.016543395
42.5257027291, -83.1158185816, 198.004805318
42.5256364495, -83.115815345, 197.996386203
42.5255661798, -83.1158120502, 197.874975144
42.5254917546, -83.1158087753, 198.029041893
42.5254138615, -83.1158052131, 198.006829765
42.52533837, -83.1158018254, 198.000849895
42.5252656661, -83.1157975328, 198.000725447
42.525194063, -83.1157939972, 198.001310653
42.5251222109, -83.1157903431, 198.001184125
42.5250518117, -83.1157869845, 198.003362216
42.5249777239, -83.1157838402, 198.001394762
42.5248982605, -83.1157814189, 197.994426999
42.5248140906, -83.115777678, 197.979462681
42.5247280953, -83.1157737802, 197.846491161
42.5246453499, -83.115771298, 197.873409448
42.524566313, -83.1157686221, 197.877640403
42.524487783, -83.1157654653, 197.755384172
42.5244081232, -83.1157602126, 197.788384849
42.5243295972, -83.1157553976, 197.810958064
42.5242535701, -83.1157517717, 197.948179879
42.5241748178, -83.1157485166, 197.92310346
42.5240919346, -83.1157458195, 197.916644002
42.5240046795, -83.1157432869, 197.924036389
42.5239115198, -83.1157394474, 198.052148787
42.5238065058, -83.1157358191, 198.017682696
42.5236917984, -83.1157316027, 197.999919124
42.5235724985, -83.1157245384, 197.989027734
42.5234507311, -83.1157165282, 197.873213903
42.5233270367, -83.1157107873, 198.039764881
42.5231946079, -83.1157062789, 198.033479223
42.523054927, -83.1157003212, 198.160677897
42.5229076647, -83.1156947186, 198.144566905
42.5227557735, -83.1156896153, 198.280149101
42.5226005763, -83.1156833183, 198.398876263
42.5224443564, -83.1156755149, 198.522019027
42.5222868978, -83.1156667329, 198.771029951
42.522124337, -83.1156598025, 198.984279947
42.5219524366, -83.1156532044, 199.071648963
42.5217771591, -83.1156461075, 199.44053925
42.521600759, -83.1156378989, 199.652136073
42.521425338, -83.1156294777, 200.126136231
42.5212492019, -83.1156215095, 200.422389719
42.5210738799, -83.1156131439, 200.84554709
42.5208982616, -83.115605322, 201.110479293
42.5207219515, -83.115597309, 201.385749086
42.5205439728, -83.1155890853, 201.543637183
42.5203644557, -83.1155820983, 201.847454013
42.5201823071, -83.1155749401, 201.993130634
42.5199976947, -83.1155667286, 202.030366676
42.5198104837, -83.1155591698, 202.099371696
42.5196207079, -83.115552098, 202.167493228
42.5194272542, -83.1155441329, 202.098895258
42.5192295584, -83.1155352278, 201.927058256
42.5190280554, -83.1155268213, 201.783936317
42.5188230173, -83.11551816, 201.523733418
42.5186135522, -83.1155086552, 201.287508971
42.5184002315, -83.1154984095, 200.938034242
42.5181832722, -83.1154889703, 200.7300437
42.517962538, -83.1154802058, 200.24754956
42.5177388636, -83.1154720117, 199.817055738
42.5175132133, -83.1154638953, 199.40687011
42.517286023, -83.1154530297, 199.005737008
42.5170597766, -83.1154408419, 198.615697523
42.5168352485, -83.1154316723, 198.246379343
42.5166126368, -83.1154222727, 198.128913688
42.5163915754, -83.1154130054, 197.836231355
42.5161726787, -83.115403206, 197.68333687
42.5159546606, -83.1153950946, 197.511522691
42.5157385424, -83.1153852968, 197.452914761
42.5155243363, -83.1153747335, 197.244472002
42.5153122647, -83.1153643649, 197.183944513
42.5151002053, -83.1153554276, 197.103271102
42.5148878522, -83.1153450638, 197.023574359
42.514674766, -83.1153357, 197.067482328
42.5144609022, -83.1153286004, 197.075894235
42.5142442936, -83.1153216298, 196.95441191
42.5140240892, -83.1153136379, 196.987300048
42.5137995637, -83.1153051096, 197.003865903
42.5135725749, -83.1152946305, 197.126201665
42.5133419442, -83.1152834504, 196.968729646
42.513108737, -83.1152729725, 196.985797941
42.5128725525, -83.1152620785, 196.987978196
42.5126356472, -83.1152529232, 196.981077711
42.5123955803, -83.1152431549, 196.851788451
42.5121548991, -83.115231678, 196.880447395
42.511912379, -83.1152203339, 196.888032781
42.511667897, -83.1152090184, 196.882651204
42.5114216436, -83.1151981649, 196.758708517
42.5111742687, -83.1151859046, 196.798254383
42.5109263998, -83.1151750988, 196.937989144
42.5106771891, -83.1151643106, 196.911247177
42.5104278166, -83.1151527493, 196.897998535
42.5101771873, -83.1151433086, 196.882044184
42.509925055, -83.1151343293, 196.745945747
42.5096727657, -83.115124954, 196.760425177
42.5094191641, -83.115115422, 196.631539214
42.5091643934, -83.1151030184, 196.535437134
42.5089089286, -83.1150887896, 196.577681771
42.5086525876, -83.1150772293, 196.596222137
42.5083915658, -83.115063737, 196.604646207
42.5081291185, -83.1150511844, 196.62014213
42.507864761, -83.1150388899, 196.757761893
42.5075995646, -83.1150292857, 196.752419936
42.5073349537, -83.1150185808, 196.905653205
42.5070699233, -83.1150052853, 197.064222193
42.5068044384, -83.1149930076, 197.491379918
42.5065395783, -83.1149805431, 198.011058918
42.5062761904, -83.1149689143, 198.745312272
42.5060147952, -83.1149612482, 199.524222231
42.5057549005, -83.1149496413, 200.12264
42.5055007201, -83.1149405835, 200.852476433
42.505248065, -83.1149312993, 201.528720574
42.5049947823, -83.1149180736, 201.923840067
42.5047418898, -83.1149140318, 202.345081039
42.504488663, -83.1149251687, 202.507653962
42.5042357794, -83.1149453301, 202.578924918
42.5039827774, -83.1149840464, 202.428230311
42.5037302009, -83.1150420303, 202.208822233
42.5034787288, -83.115116948, 201.900321818
42.5032285938, -83.1152114407, 201.493681934
42.502979833, -83.115327308, 200.981553771
42.5027334497, -83.115462359, 200.351853719
42.5024881876, -83.1156143968, 199.369262172
42.502244844, -83.1157803486, 198.359810559
42.5020006593, -83.1159526691, 197.408503207
42.5017558655, -83.1161276649, 196.463414543
42.5015105812, -83.1162961144, 195.277014791
42.5012686442, -83.116466291, 194.177693399
42.5010284253, -83.1166350003, 193.36045031
42.5007852987, -83.1167911617, 192.492197293
42.500539303, -83.1169373299, 191.610412539
42.5002834711, -83.1170619886, 190.725058325
42.5000208669, -83.1171711678, 189.964393675
42.4997509379, -83.1172614632, 189.063482629
42.4994765285, -83.1173362684, 188.334344101
42.4992035184, -83.1174071039, 187.752868934
42.4989254527, -83.1174313839, 187.318776449
42.4986466665, -83.1174353804, 187.516905897
42.4983656781, -83.1174323125, 187.8297058
42.4980901153, -83.1174181122, 188.180533954
42.497816771, -83.1173884459, 188.511520175
42.4975448565, -83.117368149, 189.365526215
42.4972928879, -83.1173527113, 190.514355734
42.4970638457, -83.1173348337, 191.892241891
42.4968466851, -83.1173213564, 192.741321583
42.4966318102, -83.1173111928, 193.715718644
42.4964183902, -83.1172923916, 194.388299075
42.4962073239, -83.1172775266, 194.844800771
42.4959998711, -83.1172631928, 195.248873982
42.4957993754, -83.1172484347, 195.710507126
42.4956099225, -83.1172354791, 196.192905665
42.4954325222, -83.1172229247, 196.673165235
42.4952567916, -83.117210173, 197.011131977
42.4950823829, -83.1171981327, 197.35324357
42.494904962, -83.1171873291, 197.434575213
42.4947250168, -83.1171770107, 197.447458522
42.494542558, -83.117166943, 197.507847371
42.4943551068, -83.1171560519, 197.571094418
42.4941620404, -83.1171428132, 197.499721882
42.4939651804, -83.1171278214, 197.328746568
42.4937637405, -83.1171104309, 197.187628565
42.4935583249, -83.1170941914, 196.933940015
42.4933482068, -83.1170777504, 196.715276393
42.4931332468, -83.1170539614, 196.611704989
42.4929128159, -83.1170173769, 196.211898619
42.4926871577, -83.1169782944, 195.725122224
42.4924577575, -83.1169323748, 195.267205651
42.4922237819, -83.1168729598, 194.673589252
42.491985617, -83.1168027935, 193.852009446
42.4917428502, -83.1167247503, 193.085649851
42.4914947543, -83.1166401504, 192.202823238
42.4912408724, -83.116552096, 191.121364016
42.4909820104, -83.1164631789, 190.269460172
42.4907176567, -83.1163741654, 189.590488984
42.4904484681, -83.1162855539, 189.308262184
42.4901689388, -83.1162233744, 189.230321346
42.4898994669, -83.1161243972, 189.506865326
42.4896304701, -83.1160245908, 189.990218601
42.4893582186, -83.1159289972, 191.165440699
42.4890852992, -83.115839806, 192.601209542
42.4888125633, -83.1157537671, 193.321016737
42.4885362689, -83.1156641259, 194.15899537
42.4882580821, -83.115576019, 194.447487842
42.4879798246, -83.1154830454, 194.689111541
42.4876992457, -83.1153946597, 194.717788562
42.4874173149, -83.1153022667, 194.565064833
42.4871353633, -83.1152050623, 194.483745995
42.4868544524, -83.1151061119, 194.188017703
42.4865778025, -83.1150104527, 194.092906821
42.4863024027, -83.1149140996, 193.98875927
42.4860290551, -83.1148160171, 193.873331151
42.4857592845, -83.114717531, 193.631973811
42.4854912794, -83.1146189947, 193.422876279
42.4852234691, -83.1145194329, 193.334970816
42.4849551121, -83.1144190659, 193.074991099
42.4846847445, -83.1143205085, 192.684874934
42.4844117136, -83.1142183551, 192.17541615
42.4841361671, -83.1141160136, 191.43846005
42.4838581541, -83.1140124467, 190.742058889
42.4835774902, -83.113907493, 189.58237151
42.4832958445, -83.1138015955, 188.718132304
42.4830119723, -83.1136948815, 188.279214884
42.4827323977, -83.113593246, 187.827168641
42.4824511769, -83.113483991, 187.904859882
42.4821695765, -83.113370846, 188.388586437
42.4818921111, -83.1132765163, 189.063524817
42.4816070555, -83.1131723746, 189.071518045
42.4813316044, -83.1130699986, 189.275265351
42.4810538307, -83.1129738129, 189.44498598
42.4807759588, -83.1128770214, 189.454853674
42.4804948747, -83.112783042, 189.211450965
42.4802108691, -83.1126970597, 188.778218536
42.4799249835, -83.1126161887, 188.528836497
42.4796349176, -83.1125391128, 188.00069628
42.4793518966, -83.1124245459, 187.384121886
42.4790594645, -83.112338021, 186.537647201
42.478760861, -83.1122917106, 185.329125753
42.4784634506, -83.112228616, 185.176483048
42.4781671847, -83.1121551716, 184.995611058
42.4778665272, -83.1120808962, 184.598056313
42.4775653026, -83.1120058779, 184.202518389
42.4772712551, -83.1119345746, 183.924322286
42.4769793963, -83.1118631374, 183.364664996
42.4766923002, -83.1117942428, 182.877176401
42.4764073528, -83.1117325435, 182.670326471
42.4761272405, -83.1116670428, 182.433610363
42.4758507956, -83.1116035018, 182.130020338
42.4755719176, -83.1115172209, 182.558116481
42.4752912419, -83.1114394893, 183.647020346
42.4750119876, -83.1113734771, 184.879210517
42.4747375756, -83.1112967982, 185.783016144
42.4744668043, -83.1112236717, 186.264454696
42.4741946098, -83.1111551097, 186.808033095
42.4739237685, -83.1110777966, 187.259896895
42.4736588093, -83.1109992611, 187.983320944
42.4733925338, -83.1109193415, 188.274850009
42.4731274692, -83.1108360993, 188.646248317
42.4728680471, -83.1107562735, 189.173975537
42.4726063311, -83.1106764539, 189.66506166
42.4723431755, -83.1105966708, 190.015506263
42.4720788723, -83.1105118129, 190.280511973
42.4718162412, -83.1104266881, 190.835719258
42.4715564374, -83.110337023, 191.225862177
42.47129837, -83.1102493518, 191.844582336
42.4710359836, -83.1101558688, 191.888155785
42.4707768398, -83.1100625054, 192.133307671
42.4705171131, -83.1099696451, 192.105329564
42.4702570396, -83.1098755681, 191.98223911
42.4699966227, -83.1097784546, 191.639577468
42.4697381207, -83.1096767016, 191.341969564
42.4694760788, -83.1095742385, 190.675954152
42.4692164734, -83.1094696852, 190.096006099
42.4689521834, -83.1093641946, 189.303170768
42.4686875991, -83.1092555012, 188.722307451
42.468422733, -83.1091442011, 188.165645644
42.4681548124, -83.1090299174, 187.674913994
42.4678956278, -83.1089153241, 187.886205435
42.4676337037, -83.108799828, 188.272915103
42.4673739554, -83.1086858829, 189.240811619
42.4671177819, -83.1085697641, 190.751007171
42.4668607179, -83.1084536112, 191.586471957
42.4666080069, -83.1083376025, 192.007278784
42.4663560279, -83.1082195282, 192.232817124
42.466103297, -83.1081006285, 192.289140954
42.4658508825, -83.1079823528, 192.440006212
42.4655992719, -83.1078685576, 192.734559326
42.4653462567, -83.1077552188, 192.755756211
42.4650926322, -83.1076435954, 192.835879285
42.464840354, -83.1075349576, 193.056854162
42.4645837078, -83.1074291259, 193.124262981
42.4643250718, -83.1073239408, 193.217006286
42.4640637633, -83.1072229433, 193.427321742
42.4637992361, -83.1071251209, 193.459333142
42.4635328149, -83.1070296416, 193.249966966
42.4632718517, -83.1069344316, 193.105571293
42.463010756, -83.1068385014, 192.964511395
42.4627496014, -83.1067441556, 192.684312094
42.4624842102, -83.1066513637, 192.28043455
42.4622164808, -83.1065566137, 191.754950705
42.4619469756, -83.1064559353, 190.880977256
42.4616749465, -83.1063531853, 189.992305396
42.4614049273, -83.1062555172, 189.309250874
42.4611377625, -83.1061501918, 188.639471392
42.4608749172, -83.1060226639, 188.114497797
42.4606217176, -83.1058626104, 187.412689614
42.4603871702, -83.1056706304, 188.063019471
42.4601623089, -83.1054555698, 188.558238296
42.4599452534, -83.1052203767, 188.900216035
42.4597465005, -83.1049699391, 189.051433028
42.4595612553, -83.1046945418, 188.950324095
42.4593907733, -83.1044068506, 188.805443985
42.4592377544, -83.1040996121, 188.977495536
42.4590972503, -83.1037825969, 189.021237867
42.4589751967, -83.1034557138, 189.70337943
42.4588806555, -83.1031208745, 189.793215987
42.4588069605, -83.1027724676, 190.687160546
42.4587428003, -83.1024321662, 191.037066444
42.4586847019, -83.1020800394, 191.710396162
42.4586176327, -83.101740014, 191.144865176
42.4585499049, -83.1014028785, 190.635216757
42.4584873259, -83.1010617688, 191.288414551
42.4584147611, -83.1007288482, 191.396281197
42.4583365145, -83.1003984656, 191.902327502
42.4582428034, -83.1000732701, 192.187961117
42.4581422197, -83.0997598254, 192.466423086
42.4580316716, -83.0994545859, 192.707396574
42.4579117032, -83.099162174, 192.448900276
42.4577795398, -83.0988775408, 192.444291857
42.4576426775, -83.098596961, 192.695991075
42.4574970169, -83.098323876, 192.635046034
42.457340488, -83.0980583448, 192.507439987
42.4571798222, -83.0978071498, 192.80373073
42.4570115254, -83.0975632632, 192.89612623
42.4568354893, -83.0973309937, 192.984545766
42.4566551233, -83.0971135448, 193.062528887
42.4564704788, -83.0969104679, 193.003846705
42.4562828354, -83.0967195817, 192.95310508
42.4560931513, -83.0965400064, 192.755638132
42.4558971116, -83.0963738347, 192.306350011
42.4556991318, -83.0962155112, 191.667391574
42.4554992975, -83.0960657209, 191.101943269
42.4552936261, -83.0959324051, 190.433615824
42.455081407, -83.0958086417, 189.69592999
42.4548610496, -83.0956936359, 189.155484368
42.4546393976, -83.0955856392, 188.780744175
42.4544063936, -83.0954943701, 188.781402253
42.4541690847, -83.0954070361, 188.866198121
42.453927976, -83.0953364785, 189.225374222
42.453685848, -83.0952844703, 190.425260399
42.4534370973, -83.0952464304, 191.634850607
42.4531869574, -83.0952198102, 192.674752069
42.4529326816, -83.0952035061, 193.380301473
42.4526767125, -83.0951949151, 193.867386749
42.452418827, -83.0951829473, 194.526308363
42.4521570211, -83.0951699897, 194.90391297
42.4518924293, -83.0951576778, 195.186327485
42.4516257695, -83.0951420653, 195.255344914
42.4513613411, -83.0951252872, 195.390959998
42.4510979327, -83.0951110624, 195.519934914
42.4508363574, -83.0950957928, 195.3662495
42.4505770303, -83.0950846529, 194.677893971
42.4503241169, -83.0950731821, 194.792902501
42.4500750014, -83.0950605003, 194.694295753
42.4498392801, -83.0950466564, 194.604376141
42.4496120387, -83.0950319128, 194.518376784
42.44938752, -83.0950191068, 194.542922712
42.4491631894, -83.0950068718, 194.398157157
42.4489418889, -83.0949962387, 194.251675445
42.4487218401, -83.0949853448, 193.850419461
42.4485023342, -83.0949742422, 193.499950415
42.4482822428, -83.0949610764, 193.145906974
42.4480583129, -83.0949461256, 192.527251106
42.4478314361, -83.0949326926, 191.835502297
42.4476012494, -83.094919263, 191.07946026
42.4473695216, -83.0949066774, 190.509833839
42.4471361623, -83.0948943701, 189.951863918
42.4469087747, -83.0948820795, 189.661635441
42.4466879432, -83.0948543428, 189.433869962
42.4464465034, -83.0948059514, 188.897647378
42.4462127927, -83.0948404294, 188.698369858
42.4459693974, -83.0948360738, 188.375467191
42.4457360267, -83.0948403759, 189.06475514
42.4454962757, -83.0948526661, 188.985517181
42.4452664205, -83.0948694348, 188.607443186
42.4450315023, -83.0948906036, 188.836813633
42.4447997768, -83.0949154826, 189.10488275
42.4445676608, -83.0949467266, 189.068918068
42.4443349985, -83.0949787046, 189.305297112
42.4441062234, -83.0950212699, 189.147214828
42.4438831385, -83.0950556665, 189.349770483
42.4436644435, -83.0950884842, 189.805338662
42.4434445817, -83.0951151882, 190.458334739
42.4432294688, -83.0951446672, 191.272613465
42.4430089358, -83.0951729496, 191.838495105
42.4427880257, -83.0951955326, 192.139472064
42.4425670654, -83.0952104519, 192.482972104
42.442343276, -83.0952189041, 192.704379231
42.4421168368, -83.0952235227, 192.929539692
42.4418890627, -83.0952253342, 192.780825938
42.441660486, -83.0952213148, 192.719358669
42.4414316935, -83.0952113154, 192.680245034
42.4412032884, -83.0952003985, 192.522335223
42.4409748501, -83.0951923164, 192.389121831
42.4407456575, -83.0951835475, 192.243561423
42.4405149063, -83.0951772306, 191.836423043
42.4402836932, -83.0951728095, 191.469032498
42.4400505284, -83.095169883, 190.866327211
42.4398160841, -83.0951639921, 190.333604056
42.4395815575, -83.0951557618, 189.83808104
42.4393466249, -83.0951531343, 189.383818645
42.4391148187, -83.0951448269, 189.021892323
42.4388829382, -83.0951298602, 189.593686983
42.4386500481, -83.0951182822, 190.352246759
42.4384248889, -83.0951120966, 191.067427335
42.4382010262, -83.0951047682, 191.538448237
42.4379815099, -83.0950973334, 191.646446745
42.4377664592, -83.0950917943, 192.312641846
42.4375484347, -83.0950861887, 192.368865134
42.4373352447, -83.0950795706, 192.50727795
42.4371452502, -83.0950770723, 192.686609941
42.4369717252, -83.0950737218, 192.756077914
42.4368031494, -83.0950676089, 192.968787608
42.4366329669, -83.0950606977, 193.029650345
42.4364636831, -83.0950533958, 193.116212514
42.4362936163, -83.0950473673, 193.214399125
42.436122542, -83.0950423505, 193.324302023
42.4359487857, -83.0950385164, 193.555683971
42.4357708644, -83.0950327329, 193.634832112
42.435589978, -83.0950275975, 193.850912907
42.4354056131, -83.0950218493, 193.913600712
42.4352181788, -83.0950160511, 193.990944
42.4350269636, -83.0950115951, 194.057958057
42.4348316754, -83.095006608, 193.979189576
42.4346315086, -83.0950003967, 193.776494355
42.4344258169, -83.0949962533, 193.346929342
42.4342154213, -83.0949894149, 192.967360239
42.4339998744, -83.0949801169, 192.35215694
42.4337808244, -83.0949708024, 191.694379656
42.4335581786, -83.0949622398, 191.238070779
42.4333340299, -83.0949545789, 190.926006363
42.433109521, -83.0949437767, 190.744855229
42.4328859279, -83.0949336009, 190.916061576
42.4326635138, -83.0949182922, 191.100127628
42.4324385416, -83.0948967488, 191.072692045
42.4322061665, -83.0948745654, 190.806858945
42.4319763041, -83.0948484257, 190.864941194
42.4317430877, -83.0948182678, 190.881865106
42.4315077202, -83.0947826193, 190.779635146
42.4312778218, -83.0947527637, 190.874568541
42.4310488835, -83.0947195918, 191.447927669
42.4308170732, -83.0946916507, 191.653851777
42.4305889764, -83.0946636119, 192.023886508
42.430363946, -83.0946289667, 192.621274443
42.4301365792, -83.0946023978, 193.129606494
42.4299115808, -83.0945717589, 193.366102244
42.4296901165, -83.0945411252, 193.877043038
42.4294651198, -83.0945173167, 193.948309147
42.4292368814, -83.0944956444, 194.066541677
42.4290029067, -83.0944770213, 194.043520385
42.4287652024, -83.0944629552, 193.660511164
42.4285253282, -83.0944545452, 193.244323839
42.4282832774, -83.0944464387, 192.77587525
42.4280430736, -83.0944319676, 192.494351131
42.4278053069, -83.0944192415, 192.211782719
42.4275708785, -83.0944083485, 192.045953773
42.4273389258, -83.09439482, 191.722711959
42.4271094615, -83.0943799021, 191.423850119
42.4268845785, -83.094356318, 191.152214323
42.4266606269, -83.0943123749, 191.131598049
42.4264464473, -83.0942578235, 191.050112283
42.4262343509, -83.0941931062, 190.809609701
42.4260253177, -83.0941158352, 190.476857886
42.425817271, -83.0940206669, 190.421243014
42.425607695, -83.0939174745, 190.076547821
42.4254038557, -83.0938046555, 189.920999133
42.4251977444, -83.0936763976, 189.778985014
42.4249981248, -83.0935342054, 189.930391222
42.4248047692, -83.0933834183, 190.519462364
42.4246070966, -83.0932328392, 190.705565517
