lat,lon,alt,x_vel,y_vel,z_vel,x_accel,y_accel,z_accel
42.331403,-83.04278017,209.6,-1.200313013,-2.757524572,0,-1.367206353,-1.238768176,0.1
42.33137783,-83.0428165,209.6,0.773323256,-4.263074519,0,1.973636268,-1.505549948,0
42.33135117,-83.04286983,209.7,-3.084032931,4.4978574,0.1,-3.857356186,8.76093192,0.1
42.33132233,-83.04293017,209.5,0.112250279,5.920186369,-0.2,3.196283209,1.422328969,-0.3
42.33129433,-83.0429955,209.3,-1.543631412,6.019187133,-0.2,-1.655881691,0.099000764,0
42.331264,-83.04306017,209.1,5.119456536,3.906701615,-0.2,6.663087948,-2.112485517,0
42.33123633,-83.04313533,209.4,6.688057058,1.720841622,0.3,1.568600522,-2.185859993,0.5
42.33121333,-83.04322933,209.1,7.362079822,0.3819777,-0.3,0.674022765,-1.338863922,-0.6
42.33118833,-83.04332733,207.5,7.742105638,0.635016738,-1.6,0.380025816,0.253039038,-1.3
42.3311545,-83.04341117,205.9,7.25956046,-3.225929469,-1.6,-0.482545178,-3.860946206,0
42.33112067,-83.04349867,205.8,3.76697973,-7.367679691,-0.1,-3.49258073,-4.141750223,1.5
42.33108633,-83.043589,205.8,-0.404267674,-8.528651072,0,-4.171247404,-1.160971381,0.1
42.3310475,-83.04367383,205.7,5.735878781,6.047502059,-0.1,6.140146455,14.57615313,-0.1
42.3310125,-83.04376217,205.9,7.757772736,-2.641308414,0.2,2.021893956,-8.688810473,0.3
42.33097833,-83.04384917,205.8,6.653215486,4.376475646,-0.1,-1.10455725,7.01778406,-0.3
42.33095233,-83.04395,205.3,5.754148203,-5.67146913,-0.5,-0.899067283,-10.04794478,-0.4
42.33091667,-83.04403683,203.9,8.278814653,-0.482056113,-1.4,2.52466645,5.189413017,-0.9
42.330875,-83.04412117,203.9,-6.403880842,-5.507051657,0,-14.68269549,-5.024995544,1.4
42.33083,-83.04420567,203.8,5.210953702,-7.006910683,-0.1,11.61483454,-1.499859026,-0.1
42.3307855,-83.04429533,203.8,-1.08149052,-8.927729133,0,-6.292444222,-1.92081845,0.1
42.330742,-83.0443895,203.8,-8.550579086,3.412777779,0,-7.469088566,12.34050691,0
42.33070167,-83.04448617,203.7,7.385691342,5.293232082,-0.1,15.93627043,1.880454303,-0.1
42.33065433,-83.0445695,203.6,-7.425292203,-4.554992301,-0.1,-14.81098355,-9.848224383,0
42.330606,-83.044646,204,-7.220354954,-4.73308105,0.4,0.204937249,-0.178088749,0.5
42.33057183,-83.04473483,205,4.107487558,7.027129065,1,11.32784251,11.76021012,0.6
42.33053533,-83.044817,205.1,4.013586941,6.711520618,0.1,-0.093900617,-0.315608447,-0.9
42.33049367,-83.044887,205.1,7.688727245,-0.757174399,0,3.675140304,-7.468695017,-0.1
42.33044883,-83.04496167,206.2,2.052678802,-7.733360949,1.1,-5.636048443,-6.97618655,1.1
42.33042217,-83.04505867,206.6,-5.059369146,6.877797999,0.4,-7.112047948,14.61115895,-0.7
42.33041,-83.0451735,206.9,-8.31719993,4.332125586,0.3,-3.257830784,-2.545672413,-0.1
42.33038617,-83.04528267,208,-4.092655083,8.909772496,1.1,4.224544847,4.577646911,0.8
42.330341,-83.04537583,209,4.248296691,-8.244173967,1,8.340951774,-17.15394646,-0.1
42.33027117,-83.04545,208.9,6.444573277,6.888108851,-0.1,2.196276586,15.13228282,-1.1
42.33021017,-83.0455305,209.4,-3.562799071,8.975904925,0.5,-10.00737235,2.087796074,0.6
42.330176,-83.04563767,211,7.88974489,-5.610696408,1.6,11.45254396,-14.58660133,1.1
42.3301315,-83.04575483,211.5,8.203722248,-6.609131568,0.5,0.313977358,-0.99843516,-1.1
42.330081,-83.0458715,210.9,10.18990734,3.856907569,-0.6,1.986185094,10.46603914,-1.1
42.33003317,-83.045991,210.6,10.94577964,-2.541669464,-0.3,0.755872296,-6.398577034,0.3
42.3299725,-83.04611467,210.8,-1.298759338,-11.70015929,0.2,-12.24453898,-9.158489824,0.5
42.3299265,-83.04624567,210.8,-11.08480546,-2.951709303,0,-9.786046126,8.748449986,-0.2
42.32988367,-83.0463795,209.8,9.237236452,6.620211171,-1,20.32204192,9.571920474,-1
42.329837,-83.04650483,208.5,9.909903943,-5.011000345,-1.3,0.672667491,-11.63121152,-0.3
42.329786,-83.04662567,207.8,2.086650549,10.91117004,-0.7,-7.823253394,15.92217039,0.6
42.32974,-83.04674667,207,10.29312619,-4.451239166,-0.8,8.206475641,-15.36240921,-0.1
42.32968167,-83.04686683,206.9,-1.874156637,11.53693203,-0.1,-12.16728283,15.98817119,0.7
42.329625,-83.04699183,206.7,-10.24364046,6.136925764,-0.2,-8.369483828,-5.400006264,-0.1
42.32956183,-83.047114,206.4,-11.94910986,-2.30109111,-0.3,-1.705469392,-8.438016874,-0.1
42.32951567,-83.04725033,206.3,9.034863475,7.794644334,-0.1,20.98397333,10.09573544,0.2
42.32946033,-83.04737167,205.9,-2.422880403,11.30962693,-0.4,-11.45774388,3.514982595,-0.3
42.32941233,-83.04749617,205.7,9.360919463,6.157599455,-0.2,11.78379987,-5.152027474,0.2
42.32937883,-83.04763033,205.2,-9.732319157,5.148294589,-0.5,-19.09323862,-1.009304866,-0.3
42.32935667,-83.0477695,204.4,-10.65058123,-2.232438566,-0.8,-0.918262073,-7.380733156,-0.3
42.32931417,-83.04788283,203.6,4.486822411,-9.63491507,-0.8,15.13740364,-7.402476503,0
42.32925483,-83.0479785,204,8.393414843,-5.843382351,0.4,3.906592432,3.791532718,1.2
42.32920983,-83.0480835,204.2,9.573228275,2.463198135,0.2,1.179813432,8.306580486,-0.2
42.32917433,-83.048195,204.1,9.745458684,0.115372126,-0.1,0.172230409,-2.34782601,-0.3
42.32912833,-83.048292,203.8,4.969259199,7.944467243,-0.3,-4.776199486,7.829095117,-0.2
42.32908133,-83.04838617,203.7,6.952027047,5.877488541,-0.1,1.982767848,-2.066978702,0.2
42.32903617,-83.04847517,203.3,2.989566331,8.216514739,-0.4,-3.962460716,2.339026198,-0.3
42.32899967,-83.04856467,203.5,5.864607913,5.483616594,0.2,2.875041582,-2.732898144,0.6
42.32897017,-83.04864717,203.1,-3.464382396,6.178375098,-0.4,-9.328990309,0.694758504,-0.6
42.32894133,-83.04871917,202.4,-4.599311434,4.282594983,-0.7,-1.134929039,-1.895780115,-0.3
42.32891833,-83.0487825,202,-5.436974971,0.216258998,-0.4,-0.837663537,-4.066335985,0.3
42.328896,-83.0488335,201.6,-2.741001783,-3.527726631,-0.4,2.695973188,-3.743985629,0
42.32888317,-83.04888283,201.1,1.847484664,3.390186775,-0.5,4.588486447,6.917913406,-0.1
42.32886867,-83.04891017,200.7,0.206489506,2.31506745,-0.4,-1.640995158,-1.075119325,0.1
42.328869,-83.04892983,200.4,-0.517659353,-0.931200715,-0.3,-0.724148859,-3.246268165,0.1
42.328871,-83.04894033,200,0,0,-0.4,0,0,-0.1
42.328874,-83.04894567,199.7,0,0,-0.3,0,0,0.1
42.32887417,-83.04894817,199.4,0,0,-0.3,0,0,0
42.3288745,-83.04895033,199.2,0,0,-0.2,0,0,0.1
42.32887583,-83.04895267,199.2,0,0,0,0,0,0.2
42.328878,-83.0489555,199.2,0,0,0,0,0,0
42.32887717,-83.04895517,199.2,0,0,0,0,0,0
42.32887717,-83.04895617,199.2,0,0,0,0,0,0
42.3288775,-83.04895717,199.1,0,0,-0.1,0,0,-0.1
42.32888167,-83.04896217,199,0,0,-0.1,0,0,0
42.32888733,-83.04896883,198.8,0,0,-0.2,0,0,-0.1
42.32888667,-83.048969,198.6,0,0,-0.2,0,0,0
42.3288865,-83.04896933,198.5,0,0,-0.1,0,0,0.1
42.32888633,-83.04897033,198.4,0,0,-0.1,0,0,0
42.32888667,-83.04897133,198.3,0,0,-0.1,0,0,0
42.32888767,-83.04897267,198.3,0,0,0,0,0,0.1
42.32888967,-83.04897517,198.2,0,0,-0.1,0,0,-0.1
42.32889317,-83.04897917,198.2,0,0,0,0,0,0.1
42.32889833,-83.048985,198.1,0,0,-0.1,0,0,-0.1
42.32890633,-83.04899417,197.9,0,0,-0.2,0,0,-0.1
42.3289085,-83.04899633,197.8,0,0,-0.1,0,0,0.1
42.32890683,-83.04899483,197.7,0,0,-0.1,0,0,0
42.328906,-83.04899433,197.5,0,0,-0.2,0,0,-0.1
42.3289075,-83.048996,197.5,0,0,0,0,0,0.2
42.3289095,-83.04899833,197.4,0,0,-0.1,0,0,-0.1
42.32891283,-83.049002,197.3,0.291712605,-0.128981499,-0.1,0,0,0
42.328916,-83.04900533,197.1,0,0,-0.2,0,0,-0.1
42.32891767,-83.04900917,197,0,0,-0.1,0,0,0.1
42.32891817,-83.04901833,196.8,0.189932227,0.677110926,-0.2,0,0,-0.1
42.328909,-83.049035,196.6,1.709490419,1.149155209,-0.2,1.519558191,0.472044283,0
42.32889733,-83.0490675,196.6,-1.982630978,2.497170227,0,-3.692121397,1.348015018,0.2
42.328874,-83.049102,196.4,-3.704082172,1.608829357,-0.2,-1.721451194,-0.88834087,-0.2
42.32884483,-83.04914283,196.6,4.834938425,-0.589603609,0.2,8.539020597,-2.198432966,0.4
42.32880133,-83.04917317,196.5,3.221137133,4.163144406,-0.1,-1.613801292,4.752748016,-0.3
42.32874583,-83.049187,196.3,-2.899655454,-4.952746186,-0.2,-6.120792586,-9.115890593,-0.1
42.32867717,-83.04916633,196.2,-0.513115889,6.738227743,-0.1,2.386539565,11.69097393,0.1
42.32861167,-83.04913033,196.4,4.921716774,5.607401041,0.2,5.434832662,-1.130826702,0.3
42.32854517,-83.04908067,196.3,7.648700301,1.608235689,-0.1,2.726983527,-3.999165352,-0.3
42.32847967,-83.04902783,196.1,-4.621165803,6.385581635,-0.2,-12.2698661,4.777345946,-0.1
42.32842067,-83.04898067,195.9,-3.47688571,6.268004528,-0.2,1.144280094,-0.117577107,0
42.32836233,-83.04893433,195.6,-6.546810813,2.422089531,-0.3,-3.069925103,-3.845914997,-0.1
42.32830433,-83.04889033,195.4,-1.597101503,6.628226479,-0.2,4.94970931,4.206136948,0.1
42.32825133,-83.04884883,195.4,-2.804670926,5.303505675,0,-1.207569423,-1.324720804,0.2
42.32820817,-83.04881583,195.4,-3.255015057,3.519001893,0,-0.450344131,-1.784503782,0
42.328181,-83.04880117,195.5,-2.359644556,-0.701158836,0.1,0.895370501,-4.220160729,0.1
42.32816217,-83.04879583,195.9,0.10540155,-1.477329058,0.4,2.465046106,-0.776170222,0.3
42.32814517,-83.04879317,196.3,-1.537589964,-0.38477049,0.4,-1.642991514,1.092558568,0
42.32812783,-83.04879167,196.4,1.484589279,-0.650905494,0.1,3.022179242,-0.266135004,-0.3
42.32810967,-83.0487855,196.6,0.621486088,1.681672016,0.2,-0.863103191,2.332577511,0.1
42.32809183,-83.04877583,196.7,-1.092275848,1.370740055,0.1,-1.713761936,-0.310931962,-0.1
42.32807833,-83.04876517,196.9,0.804052042,0.879934681,0.2,1.89632789,-0.490805374,0.1
42.328073,-83.0487605,197.3,-0.168811237,0.358919406,0.4,-0.972863278,-0.521015275,0.2
42.32807083,-83.04875883,197.3,0,0,0,0,0,-0.4
42.32806933,-83.04875717,197.5,0,0,0.2,0,0,0.2
42.328069,-83.0487565,197.5,0,0,0,0,0,-0.2
42.3280675,-83.04875433,197.7,0,0,0.2,0,0,0.2
42.328066,-83.0487525,197.9,0,0,0.2,0,0,0
42.32806433,-83.0487515,198.1,0,0,0.2,0,0,0
42.32806217,-83.04874983,198.3,0.146140667,-0.082274713,0.2,0,0,0
42.32805217,-83.04874267,198.4,-0.879450344,0.996142589,0.1,-1.025591011,1.078417301,-0.1
42.32803283,-83.04872417,198.8,-2.809640295,0.650555184,0.4,-1.93018995,-0.345587405,0.3
42.32800317,-83.04869333,199.1,-3.925170564,-1.859731151,0.3,-1.115530269,-2.510286335,-0.1
42.3279645,-83.0486525,199.3,-5.491357892,-1.358186817,0.2,-1.566187328,0.501544334,-0.1
42.32791733,-83.04860467,199.3,-4.738214953,4.392331527,0,0.753142939,5.750518345,-0.2
42.32786433,-83.048554,199.5,2.978680065,6.551175421,0.2,7.716895018,2.158843893,0.2
42.327807,-83.048501,199.5,6.565635324,4.153536426,0,3.586955259,-2.397638995,-0.2
42.32774567,-83.04844267,199.6,0.306104817,8.328369338,0.1,-6.259530507,4.174832912,0.1
42.32767967,-83.04838217,199.8,8.827974403,-0.229063238,0.2,8.521869586,-8.557432576,0.1
42.32761633,-83.04832483,200.2,8.272671206,0.613783265,0.4,-0.555303197,0.842846503,0.2
42.32756183,-83.04827567,200.3,6.913271187,0.652175568,0.1,-1.359400019,0.038392303,-0.3
42.32751667,-83.048234,200.3,1.324539519,5.490045483,0,-5.588731668,4.837869915,-0.1
42.32748533,-83.0482065,200.6,0.803515981,3.482870857,0.3,-0.521023539,-2.007174627,0.3
42.32747133,-83.04819517,201,0.537913455,1.152338564,0.4,-0.265602526,-2.330532292,0.1
42.327469,-83.04819283,201.2,0,0,0.2,0,0,-0.2
42.32747017,-83.04819267,200.9,0,0,-0.3,0,0,-0.5
42.32747067,-83.048192,200.5,0,0,-0.4,0,0,-0.1
42.3274715,-83.04819217,200.3,0,0,-0.2,0,0,0.2
42.32747217,-83.04819267,200.1,0,0,-0.2,0,0,0
42.32747267,-83.04819267,199.8,0,0,-0.3,0,0,-0.1
42.327473,-83.04819233,199.6,0,0,-0.2,0,0,0.1
42.32747333,-83.04819217,199.4,0,0,-0.2,0,0,0
42.3274735,-83.048192,199.2,0,0,-0.2,0,0,0
