time,lat,lon,alt,vel m/s,Hav.Heading,Yaw Rads/sec,Yaw Rate/s2
20151020:102700.0,42.32707033,-83.04779883,196.8,3.730747888,108.7602824,-1.336079429,-6.680397144
20151020:102700.0,42.3270705,-83.04774567,196.5,4.665492636,89.75215117,-1.658772377,-8.293861885
20151020:102701.1,42.32708417,-83.04768567,196.4,5.501464136,72.8723039,-1.47304456,-7.365222802
20151020:102701.1,42.327106,-83.04761933,196.2,6.249465712,66.00649984,-0.599154433,-2.995772166
20151020:102701.1,42.32713517,-83.04754767,196.1,7.045825024,61.16305173,-0.422670583,-2.113352915
20151020:102701.1,42.32716983,-83.04747067,195.6,7.69608224,58.66484503,-0.218009662,-1.090048308
20151020:102701.1,42.32720783,-83.04738667,195.2,8.335536132,58.53772466,-0.011093346,-0.055466728
20151020:102702.2,42.32724817,-83.04729633,194.9,8.885991212,58.86848423,0.028864218,0.144321089
20151020:102702.2,42.32729,-83.0472005,194.8,9.350534144,59.44161251,0.050014878,0.250074388
20151020:102702.2,42.32733283,-83.04709983,194.6,9.713217164,60.08090935,0.055789174,0.278945868
20151020:102702.2,42.32737767,-83.04699633,194.3,10.01108024,59.62959107,-0.039384949,-0.196924746
20151020:102702.2,42.32742417,-83.04688983,194.1,10.30379888,59.43479995,-0.016998732,-0.084993662
20151020:102703.3,42.32747033,-83.04678367,194,10.12528681,59.53856749,0.009055426,0.04527713
20151020:102703.3,42.32751567,-83.04667817,193.9,10.09184795,59.83033917,0.025461883,0.127309414
20151020:102703.3,42.3275625,-83.046567,193.7,10.73284517,60.32609763,0.043263087,0.216315433
20151020:102703.3,42.32761333,-83.0464485,193.7,11.51685782,59.87769636,-0.039130392,-0.195651962
20151020:102703.3,42.3276675,-83.04632483,193.6,12.00712296,59.35427618,-0.045677027,-0.228385136
20151020:102704.4,42.32772367,-83.046201,193.3,11.98603076,58.46849409,-0.07729907,-0.386495351
20151020:102704.4,42.327779,-83.0460825,193.1,11.38516017,57.72485115,-0.064895089,-0.324475443
20151020:102704.4,42.32782933,-83.04596933,193.2,10.69323298,58.97091558,0.108739635,0.543698174
20151020:102704.4,42.32787367,-83.04586167,193.3,9.935456972,60.87861521,0.166478198,0.832390992
20151020:102704.4,42.32791283,-83.0457645,193.2,8.821171268,61.40452196,0.045894022,0.22947011
20151020:102705.5,42.32794717,-83.0456805,193.1,7.577245676,61.0588616,-0.030164557,-0.150822784
20151020:102705.5,42.32797517,-83.04561167,193,6.06529476,61.17829862,0.010422847,0.052114234
20151020:102705.5,42.32799633,-83.04555933,192.8,4.46537392,61.32840036,0.013098847,0.065494237
20151020:102705.5,42.32801,-83.04552417,192.8,2.831499776,62.26040211,0.081332496,0.406662479
20151020:102705.5,42.32801733,-83.04550617,192.7,1.27067668,61.15314629,-0.096626299,-0.483131493
20151020:102707.7,42.32801983,-83.045498,192.6,0.490779576,67.51530067,0.555202707,2.776013536
20151020:102707.7,42.32802017,-83.04549383,192.5,0.262880884,83.70650028,1.412948715,7.064743574
20151020:102707.7,42.32802,-83.04549267,192.4,0,101.2123799,1.527676185,7.638380927
20151020:102707.7,42.32801967,-83.04549233,192.4,0,142.7032946,3.620765356,18.10382678
20151020:102707.7,42.3280195,-83.04549167,192.3,0,109.2085427,-2.922968507,-14.61484254
20151020:102708.8,42.32801933,-83.04549117,192.3,0,114.6973873,0.478992049,2.394960243
20151020:102708.8,42.32801883,-83.04549067,192.2,0,143.5244129,2.515632548,12.57816274
20151020:102708.8,42.32801867,-83.04549,192.1,0,107.9012604,-3.108706499,-15.5435325
20151020:102708.8,42.32801833,-83.0454895,192.1,0,132.6074346,2.156020428,10.78010214
20151020:102708.8,42.32801817,-83.04548933,192.1,0,141.850071,0.806572185,4.032860923
20151020:102709.9,42.32801767,-83.04548883,192.1,0,143.5244125,0.146113858,0.730569289
20151020:102709.9,42.32801733,-83.0454885,192.2,0,144.338378,0.071031891,0.355159453
20151020:102709.9,42.328017,-83.04548783,192.3,0,123.6723235,-1.803453476,-9.01726738
20151020:102709.9,42.3280165,-83.04548733,192.3,0,143.5244131,1.732421632,8.662108162
20151020:102709.9,42.32801617,-83.045487,192.4,0,143.5244113,-1.56E-07,-7.80E-07
20151020:102710.10,42.32801583,-83.0454865,192.5,0,132.6074332,-0.952686056,-4.763430279
20151020:102710.10,42.32801567,-83.04548633,192.5,0,141.8500712,0.806572317,4.032861585
20151020:102710.10,42.32801533,-83.04548617,192.6,0,160.8168673,1.655165205,8.275826027
20151020:102710.10,42.32801517,-83.045486,192.6,0,141.8500697,-1.655165331,-8.275826656
20151020:102710.10,42.32801483,-83.04548583,192.7,0,159.7131191,1.558845132,7.794225661
20151020:102710.10,42.32801467,-83.0454855,192.7,0,123.2576357,-3.181341079,-15.9067054
20151020:102710.10,42.3280145,-83.04548533,192.7,0,143.5244118,1.768609857,8.843049284
20151020:102710.10,42.32801433,-83.04548483,192.7,0,114.6973847,-2.515632677,-12.57816339
20151020:102710.10,42.32801633,-83.04548,192.7,0.620419464,60.74706636,-4.708053442,-23.54026721
20151020:102710.10,42.32802333,-83.04546,192.7,2.274356924,64.66620118,0.342009032,1.710045161
20151020:102711.11,42.328039,-83.04542333,191.8,4.057934272,59.97158857,-0.409682236,-2.04841118
20151020:102711.11,42.32806233,-83.04537083,191.3,5.570914076,58.99065693,-0.085602434,-0.42801217
20151020:102711.11,42.3280955,-83.045309,190.8,6.7134942,54.03361269,-0.432583716,-2.162918578
20151020:102711.11,42.3281315,-83.045232,190.3,7.85298766,57.69078796,0.319148749,1.595743744
20151020:102711.11,42.3281685,-83.04514067,189.9,8.879817884,61.27796203,0.313039991,1.565199957
20151020:102712.12,42.328208,-83.045039,189.6,9.763118232,62.27744721,0.087221537,0.436107684
20151020:102712.12,42.32825117,-83.04492867,189.2,10.53426979,62.10953883,-0.014652771,-0.073263853
20151020:102712.12,42.32829883,-83.04481267,188.9,11.14594371,60.93703865,-0.102319943,-0.511599716
20151020:102712.12,42.32834817,-83.04469217,188.7,11.45975454,61.02007048,0.007245894,0.036229471
20151020:102712.12,42.32839883,-83.04456683,188.5,11.9047486,61.3341386,0.027407614,0.137038069
20151020:102713.13,42.3284525,-83.04443917,188.3,12.18666392,60.37451177,-0.083743239,-0.418716196
20151020:102713.13,42.328508,-83.04430883,188,12.46806478,60.05948841,-0.027490974,-0.137454869
20151020:102713.13,42.328565,-83.04417733,187.8,12.58381468,59.61622847,-0.038681727,-0.193408637
20151020:102713.13,42.3286215,-83.04404717,187.8,12.35077155,59.58040068,-0.003126564,-0.015632821
20151020:102713.13,42.32867633,-83.04392017,187.9,12.00815185,59.71593594,0.011827682,0.059138411
20151020:102714.14,42.32872783,-83.0438005,187.9,11.12125039,59.79585957,0.006974653,0.034873264
20151020:102714.14,42.3287735,-83.0436935,187.9,9.74099714,60.00047252,0.017855849,0.089279243
20151020:102714.14,42.32881283,-83.04360317,187.8,8.160110728,59.5041822,-0.043309501,-0.216547506
20151020:102714.14,42.328842,-83.04352767,187.9,6.539612128,62.40819838,0.25342322,1.2671161
20151020:102714.14,42.328853,-83.04346,187.9,5.510209684,77.59926399,1.325670559,6.628352795
20151020:102715.15,42.328841,-83.04339917,187.8,5.361020924,104.9405499,2.385977304,11.92988652
20151020:102715.15,42.32881033,-83.04335467,187.7,5.193826624,132.9921974,2.447968048,12.23984024
20151020:102715.15,42.32877067,-83.04332233,187.4,5.3502176,148.9166343,1.389669277,6.948346386
20151020:102715.15,42.32872567,-83.04329,187.1,6.0061337,152.0253777,0.271289035,1.356445174
20151020:102715.15,42.328675,-83.04325267,186.7,6.785001916,151.4246962,-0.05241935,-0.262096752
20151020:102716.16,42.3286185,-83.0432095,186.5,7.540720152,150.5390383,-0.077288228,-0.386441141
20151020:102716.16,42.3285555,-83.04316117,186.3,8.392639416,150.4404589,-0.008602674,-0.043013369
20151020:102716.16,42.32848533,-83.04310833,186,9.341274152,150.8948211,0.03965058,0.198252898
20151020:102716.16,42.32840783,-83.043051,185.5,10.19576564,151.3262215,0.037646789,0.188233945
20151020:102716.16,42.328325,-83.04298817,185.1,10.7436485,150.7167878,-0.053183127,-0.265915636
20151020:102717.17,42.32823917,-83.04292333,184.6,10.99984161,150.8165796,0.008708478,0.043542389
20151020:102717.17,42.32815083,-83.042856,184,11.39133349,150.599965,-0.018903185,-0.094515926
20151020:102717.17,42.32806133,-83.042788,183.3,11.53074782,150.6769047,0.006714255,0.033571277
20151020:102717.17,42.327972,-83.04272217,182.5,11.29873357,151.4178058,0.064655812,0.323279061
20151020:102717.17,42.32788433,-83.042659,181.7,11.03739602,151.9557716,0.04694638,0.234731899
20151020:102718.18,42.32779817,-83.0425975,180.8,11.00807271,152.1790759,0.01948697,0.097434851
20151020:102718.18,42.32771233,-83.0425365,179.8,10.7647407,152.2839722,0.009153933,0.045769667
20151020:102718.18,42.32763117,-83.04247933,179.4,10.160269,152.4905944,0.018031183,0.090155917
20151020:102718.18,42.32755517,-83.042424,179,9.225009808,151.7092944,-0.068181281,-0.340906403
20151020:102718.18,42.32748933,-83.04237483,178.9,7.965650896,151.0958963,-0.053529091,-0.267645453
20151020:102719.19,42.3274375,-83.04233483,178.9,6.176414664,150.2924581,-0.070113206,-0.350566032
20151020:102719.19,42.32740083,-83.04230683,178.6,4.039928732,150.5547469,0.02288902,0.114445099
20151020:102719.19,42.32738083,-83.0422925,178.6,1.932251664,152.0891512,0.133902029,0.669510143
20151020:102719.19,42.3273655,-83.042285,178.5,1.713612964,160.1150721,0.700393731,3.501968655
20151020:102719.19,42.327349,-83.0422825,178.5,1.930708332,173.6085636,1.17752927,5.88764635
20151020:102720.20,42.32733083,-83.042284,178.4,2.0191927,183.4925863,0.8625437,4.312718498
20151020:102720.20,42.32731333,-83.0422905,178.4,2.0449149,195.3549915,1.035190137,5.175950686
20151020:102720.20,42.32729517,-83.04230683,178.4,2.65195882,213.6163352,1.593602869,7.968014346
20151020:102720.20,42.32727567,-83.04233433,178.3,3.36703598,226.195261,1.097718357,5.488591786
20151020:102720.20,42.32725417,-83.04237067,178.2,4.073367592,231.3314173,0.448214191,2.241070957
20151020:102721.21,42.327233,-83.0424195,178,4.934032404,239.6119081,0.722609144,3.613045719
20151020:102721.21,42.3272125,-83.04248017,178,5.7231895,245.4378065,0.508405545,2.542027723
20151020:102721.21,42.32719283,-83.0425505,177.9,6.397625584,249.2783954,0.335154605,1.675773025
20151020:102721.21,42.32717333,-83.04262967,177.8,7.100356088,251.5742725,0.200353074,1.00176537
20151020:102721.21,42.327152,-83.04271667,177.7,7.726434436,251.6533513,0.006900928,0.03450464
20151020:102722.22,42.32712883,-83.0428055,177.6,7.743925533,250.5667778,-0.094821427,-0.474107133
20151020:102722.22,42.32710783,-83.04289467,177.5,7.707914452,252.3309471,0.153952808,0.769764041
20151020:102722.22,42.32708983,-83.04298367,177.3,7.541234596,254.7004537,0.206778466,1.03389233
20151020:102722.22,42.32707233,-83.04306867,177.2,7.177522688,254.4386805,-0.022844025,-0.114220127
20151020:102722.22,42.32705633,-83.04313983,177.2,5.978353724,253.0840672,-0.118212312,-0.591061559
20151020:102723.23,42.32705567,-83.0432135,177.2,6.059121432,269.3057584,1.415609607,7.078048035
20151020:102723.23,42.32706783,-83.04328067,176.9,5.903244899,283.7591203,1.26129377,6.306468851
20151020:102723.23,42.32709733,-83.04337117,176.1,6.779343032,293.7929592,0.875617627,4.378088135
20151020:102723.23,42.3271075,-83.04344667,176.9,6.5977443,280.3259885,-1.175214897,-5.876074483
20151020:102723.23,42.327103,-83.04355517,176.3,7.738266648,266.7891695,-1.181310305,-5.906551525
20151020:102724.24,42.327089,-83.04367683,176.5,8.8098535,261.1528847,-0.491858641,-2.459293206
20151020:102818.18,42.31748367,-83.03951967,185,2.556272236,162.2540874,-8.630548197,-43.15274099
20151020:102724.24,42.32702717,-83.043804,176.7,7.273209272,341.6392698,15.65431031,78.27155156
20151020:102724.24,42.32697117,-83.0438965,177.6,8.37514832,230.6868531,-9.682424921,-48.4121246
20151020:102724.24,42.32694033,-83.044004,177.7,8.456944916,248.7917798,1.579952913,7.899764567
20151020:102725.25,42.32690383,-83.04412683,178.3,10.34649773,248.1029744,-0.060109619,-0.300548095
20151020:102725.25,42.32685183,-83.04425933,178.2,11.68971101,242.0392147,-0.529162859,-2.645814294
20151020:102725.25,42.32680367,-83.04437333,177.4,10.3835377,240.255746,-0.155636997,-0.778184986
20151020:102725.25,42.32674483,-83.044496,177.1,11.21179253,237.0249528,-0.281939895,-1.409699473
20151020:102725.25,42.326688,-83.0446275,175.5,10.96691719,239.6916559,0.232713741,1.163568703
20151020:102726.26,42.32663917,-83.04474033,175.2,9.149900984,239.6565833,-0.003060662,-0.01530331
20151020:102726.26,42.3265295,-83.04488533,173,11.20459032,224.3478431,-1.335939602,-6.679698009
20151020:102726.26,42.32646817,-83.0450925,171.6,11.04048268,248.178008,2.079574199,10.39787099
20151020:102726.26,42.32639417,-83.0452435,172.2,11.5106845,236.461234,-1.022481423,-5.112407114
20151020:102726.26,42.32632767,-83.04536717,172.7,11.90886416,233.9709914,-0.217314666,-1.086573332
20151020:102727.27,42.3262595,-83.04549867,174.1,11.94281746,234.9624077,0.086517398,0.43258699
20151020:102727.27,42.326187,-83.04562267,175,11.83992866,231.6621028,-0.288005939,-1.440029696
20151020:102727.27,42.326121,-83.04574467,176,11.96493855,233.8060783,0.187097158,0.93548579
20151020:102727.27,42.32605833,-83.045864,176.5,12.05393736,234.6118001,0.070312492,0.351562462
20151020:102727.27,42.326,-83.04599317,177.2,12.27360495,238.5837084,0.346614385,1.733071924
20151020:102728.28,42.3259465,-83.046131,177.5,12.60645022,242.2997708,0.324287629,1.621438145
20151020:102728.28,42.32589783,-83.04627333,178.1,12.89711108,245.1786587,0.251230355,1.256151775
20151020:102728.28,42.3258505,-83.04641883,178.4,13.12758199,246.2513223,0.09360756,0.4680378
20151020:102728.28,42.32580317,-83.04657,178.6,13.54068052,247.0483157,0.069550798,0.347753991
20151020:102728.28,42.32575483,-83.04672083,178.9,13.37400066,246.5636783,-0.042292596,-0.211462981
20151020:102729.29,42.32571,-83.04687,179.4,13.09877312,247.8788099,0.114766882,0.573834409
20151020:102729.29,42.32567233,-83.04701933,179.8,12.77313008,251.1603427,0.286367767,1.431838835
20151020:102729.29,42.32563583,-83.047164,179.9,12.48504143,251.1576971,-0.000230872,-0.001154358
20151020:102729.29,42.3255985,-83.04729433,180.2,11.08832598,248.8229836,-0.203742188,-1.018710941
20151020:102729.29,42.3255495,-83.04741033,180.6,11.3903046,240.2587127,-0.747373633,-3.736868167
20151020:102730.30,42.325504,-83.04752967,181.1,11.23031252,242.7204621,0.214828162,1.074140808
20151020:102730.30,42.32544483,-83.04764333,181.5,11.72160654,234.8494081,-0.686879038,-3.434395192
20151020:102730.30,42.325388,-83.04775817,181.7,11.46901454,236.2041881,0.118226859,0.591134293
20151020:102730.30,42.32532817,-83.047906,182.2,13.30043518,241.3031171,0.444965495,2.224827476
20151020:102730.30,42.32526983,-83.04806767,182.2,14.25524324,243.9836967,0.233924705,1.169623525
20151020:102731.31,42.32521417,-83.0482365,181.8,14.63335958,245.9672225,0.173095274,0.865476368
20151020:102731.31,42.32515483,-83.04839133,182.1,14.26090212,242.5985805,-0.293969464,-1.469847318
20151020:102731.31,42.32509767,-83.048565,182.2,14.53870188,246.0028774,0.297080943,1.485404716
20151020:102731.31,42.325041,-83.0487265,182,14.11634336,244.6104879,-0.121508907,-0.607544537
20151020:102731.31,42.324991,-83.04889783,181.8,14.87823492,248.4596954,0.335906725,1.679533624
20151020:102732.32,42.32493417,-83.0490965,183.7,14.70332397,248.8484477,0.033925037,0.169625185
20151020:102732.32,42.324956,-83.04928933,184.6,13.42235841,278.7056616,2.605533446,13.02766723
20151020:102732.32,42.3249685,-83.04943917,183.1,13.77063699,276.4377245,-0.197914853,-0.989574267
20151020:102732.32,42.324939,-83.04958833,182.3,13.87301134,255.0239709,-1.868702527,-9.343512636
20151020:102732.32,42.32490017,-83.049741,181.9,13.96509682,251.0163461,-0.349731237,-1.748656185
20151020:102733.33,42.32485617,-83.04989517,181.5,13.78504142,248.8924885,-0.185341545,-0.926707724
20151020:102733.33,42.32480867,-83.05004717,181.5,13.36937067,247.0875026,-0.157514732,-0.78757366
20151020:102733.33,42.3247625,-83.05019667,181.6,13.0632765,247.329284,0.021099409,0.105497043
20151020:102733.33,42.32472283,-83.05034283,181.9,12.71499791,249.8416562,0.219245831,1.096229154
20151020:102733.33,42.32468667,-83.050487,181.8,12.34717045,251.2609858,0.123859874,0.619299372
20151020:102734.34,42.3246615,-83.05063083,181.9,12.2905816,256.6835058,0.473204141,2.366020707
20151020:102734.34,42.32464617,-83.05077467,181.8,12.18254836,261.7973136,0.446263914,2.231319569
20151020:102734.34,42.32464433,-83.05092317,181.8,12.29572604,269.039924,0.63203699,3.160184949
20151020:102734.34,42.32464967,-83.05107483,181.7,12.2437672,272.7266404,0.321726702,1.608633512
20151020:102734.34,42.32466467,-83.05122483,182,12.08994844,277.7028756,0.434258439,2.171292197
20151020:102735.35,42.32467433,-83.05136783,182.1,12.1408784,275.2205783,-0.216621302,-1.083106511
20151020:102735.35,42.324691,-83.0515165,182.7,12.25302719,278.6237398,0.296981867,1.484909337
20151020:102735.35,42.3247115,-83.05166967,183.1,12.02204184,280.2608279,0.142862886,0.714314431
20151020:102735.35,42.324731,-83.05180967,182.3,10.60629195,280.6690554,0.035624572,0.178122861
20151020:102735.35,42.32474567,-83.05192617,181.6,9.021804428,279.6657739,-0.087552829,-0.437764143
20151020:102736.36,42.32476467,-83.05202583,181.3,7.877166528,284.459481,0.418329858,2.091649292
20151020:102736.36,42.3247785,-83.05211567,181.2,6.938306228,281.7617207,-0.235423993,-1.177119963
20151020:102736.36,42.32479483,-83.0521855,181.5,5.686149532,287.5522177,0.505316182,2.526580912
20151020:102736.36,42.324838,-83.052235,182.3,6.449069984,319.7104524,2.806335393,14.03167696
20151020:102736.36,42.32489117,-83.05226983,182.8,6.383221152,334.15828,1.260810807,6.304054037
20151020:102737.37,42.32494317,-83.05229617,182.1,6.168698004,339.4689176,0.463440555,2.317202776
20151020:102737.37,42.3249925,-83.05232017,182.5,6.435179996,340.216242,0.065216352,0.326081761
20151020:102737.37,42.32504483,-83.0523485,183.1,6.677997564,338.1859331,-0.177177876,-0.885889379
20151020:102737.37,42.32510467,-83.05238383,183.5,7.642580064,336.4182616,-0.154258433,-0.771292165
20151020:102737.37,42.32516783,-83.0524255,183.5,8.131301864,333.9978661,-0.211219357,-1.056096785
20151020:102738.38,42.32523883,-83.05246383,183.8,8.341195016,338.2412542,0.370305472,1.85152736
20151020:102738.38,42.32530833,-83.052504,185.2,8.346339456,336.8618078,-0.120379411,-0.601897056
20151020:102738.38,42.32537983,-83.052539,186.1,8.210011796,340.1042433,0.282955876,1.414779382
20151020:102738.38,42.325451,-83.05255883,186.5,7.273723716,348.3599501,0.720446332,3.60223166
20151020:102738.38,42.32550117,-83.05256833,186.3,5.672259544,352.0305588,0.320321031,1.601605153
20151020:102739.39,42.32554517,-83.05257383,187.4,4.054847608,354.7199299,0.234691911,1.173459555
20151020:102739.39,42.32556667,-83.05257817,187.4,2.162208132,351.5117338,-0.279967929,-1.399839646
20151020:102739.39,42.325577,-83.05258233,187.2,0,343.4198249,-0.706152266,-3.530761331
20151020:102739.39,42.325586,-83.05258717,187.1,0.99544914,338.3174543,-0.445265834,-2.226329171
20151020:102739.39,42.32559367,-83.052589,187,0.948634736,349.9960395,1.01914882,5.095744098
20151020:102740.40,42.32560167,-83.05259033,187.2,0.829798172,352.992713,0.261509098,1.307545491
20151020:102740.40,42.32561267,-83.052594,187.1,1.041234656,346.1436074,-0.597697217,-2.988486084
20151020:102740.40,42.32563167,-83.05260117,186.8,1.969806076,344.4109099,-0.151206385,-0.756031924
20151020:102740.40,42.32565717,-83.05259383,186.9,2.965255216,12.01394528,-29.00710728,-145.0355364
20151020:102740.40,42.32569083,-83.05257783,186.4,4.067708708,19.36320786,0.641344149,3.206720743
20151020:102741.41,42.325721,-83.05253833,185.7,4.887218,44.0673892,2.155846517,10.77923258
20151020:102741.41,42.32575083,-83.05248283,185.9,6.071982532,53.98356481,0.865349568,4.326747842
20151020:102741.41,42.32578267,-83.05241417,185.2,7.144598272,57.90250516,0.341992061,1.709960306
20151020:102741.41,42.32581633,-83.0523285,184.4,8.322160588,62.01233716,0.3586505,1.793252502
20151020:102741.41,42.32585567,-83.05223117,184.3,9.673604976,61.33444683,-0.059157091,-0.295785453
20151020:102742.42,42.32589983,-83.05212183,183.7,11.17372368,61.35317146,0.001634032,0.008170162
20151020:102742.42,42.32594517,-83.05199417,182.5,12.2262761,64.3409768,0.260735203,1.303676015
20151020:102742.42,42.32598517,-83.05185067,182.3,13.12552422,69.34216979,0.436436421,2.182182105
20151020:102742.42,42.3260185,-83.05169333,182,13.80356141,74.01168868,0.407492395,2.037461974
20151020:102742.42,42.326048,-83.0515265,181.7,14.46719417,76.5490162,0.221423598,1.107117988
20151020:102743.43,42.3260715,-83.05134867,181.6,15.20079131,79.86577764,0.289442038,1.44721019
20151020:102743.43,42.32609367,-83.05116467,181.3,15.43074778,80.74371238,0.076614259,0.383071297
20151020:102743.43,42.32610383,-83.05099717,181.1,13.85654914,85.30970586,0.398458099,1.992290494
20151020:102743.43,42.32610583,-83.050827,180.9,13.97229904,89.08919514,0.32982266,1.649113301
20151020:102743.43,42.326134,-83.05039083,180.6,18.32500973,85.00735778,-0.356207507,-1.781037535
20151020:102744.44,42.32775167,-83.04750183,180.6,19.06786686,52.85951117,-2.805428854,-14.02714427
20151020:102744.44,42.32768617,-83.04726117,229,18.03434886,110.2106196,5.004828358,25.02414179
20151020:102744.44,42.32760933,-83.04703817,212.1,17.33110392,114.989091,0.417000299,2.085001495
20151020:102744.44,42.32762583,-83.04684433,192.7,15.90763737,83.43197569,-2.753877826,-13.76938913
20151020:102744.44,42.327678,-83.046682,185.9,14.18167775,66.50497173,-1.477159758,-7.385798788
20151020:102745.45,42.32773167,-83.04653917,185.8,12.69236237,63.05742296,-0.300855386,-1.50427693
20151020:102745.45,42.3277675,-83.0464025,186,11.25397694,70.47498176,0.647304118,3.236520589
20151020:102745.45,42.32780117,-83.04629033,185.8,9.389631888,67.90203137,-0.224532279,-1.122661394
20151020:102745.45,42.32783367,-83.0462045,185.3,7.323624784,62.87943832,-0.438303929,-2.191519644
20151020:102745.45,42.327857,-83.04614033,185.5,5.221092156,63.81352564,0.081514496,0.407572481
20151020:102746.46,42.32787383,-83.0460945,185.7,3.769845632,63.58548853,-0.019899992,-0.099499961
20151020:102746.46,42.327884,-83.04606867,186,1.776889576,61.96172612,-0.141700001,-0.708500007
20151020:102746.46,42.32788733,-83.0460575,186.1,0.551998412,68.0385168,0.530300027,2.651500133
20151020:102746.46,42.327889,-83.046053,186.2,0,63.34453641,-0.409627064,-2.04813532
20151020:102746.46,42.3278895,-83.04604933,186.1,0,79.55860245,1.414944188,7.074720939
20151020:102747.47,42.327888,-83.04604333,186.2,0,108.6832805,2.541607624,12.70803812
20151020:102747.47,42.32788833,-83.04604067,186.6,0,80.47412883,-2.461712875,-12.30856437
20151020:102747.47,42.32788917,-83.04603933,186.7,0.204234268,49.70492349,-2.685119708,-13.42559854
20151020:102747.47,42.327889,-83.04603767,186.6,0,97.88652636,4.204638045,21.02319023
20151020:102747.47,42.32788917,-83.04603767,186.6,0,97.88652636,0,0
20151020:102748.48,42.3278895,-83.04603817,186.5,0,311.7563177,18.66366015,93.31830075
20151020:102748.48,42.32789033,-83.0460385,186.5,0,343.6198335,2.78061631,13.90308155
20151020:102748.48,42.32789033,-83.046038,186.3,0,90,-22.13250572,-110.6625286
20151020:102748.48,42.327891,-83.04603783,186.1,0,10.62432864,-6.926834056,-34.63417028
20151020:102748.48,42.32789183,-83.0460375,185.9,0,16.38016681,0.502291637,2.511458183
20151020:102749.49,42.32789217,-83.04603633,185.5,0,68.54167826,4.551950588,22.75975294
20151020:102749.49,42.32789517,-83.0460325,185.1,0.637396116,43.3452314,-2.198804788,-10.99402394
20151020:102749.49,42.3279025,-83.04601817,184.9,1.845825072,55.32114094,1.045095263,5.225476314
20151020:102749.49,42.32791367,-83.04599433,184.9,2.565532228,57.63513297,0.201933898,1.009669491
20151020:102749.49,42.32792617,-83.04596683,184.9,2.698773224,58.4155564,0.068104793,0.340523964
20151020:102751.51,42.32794183,-83.04593333,184.9,3.51879696,57.69473969,-0.062903125,-0.314515625
20151020:102751.51,42.32795867,-83.04589833,185,3.444717024,56.94365599,-0.065544417,-0.327722086
20151020:102751.51,42.32797817,-83.04586033,185,3.959675468,55.23505171,-0.149103852,-0.745519258
20151020:102751.51,42.32800317,-83.04581667,185.1,4.827542496,52.2413829,-0.261246887,-1.306234435
20151020:102751.51,42.32803133,-83.04577133,185.1,4.922714636,49.96647532,-0.198523138,-0.992615689
20151020:102752.52,42.3280595,-83.04572467,185.1,5.014285668,50.76419098,0.069613824,0.348069122
20151020:102752.52,42.328089,-83.04567367,185.1,5.494776364,51.96025642,0.104376399,0.521881996
20151020:102752.52,42.328122,-83.0456185,185.1,6.030312568,51.02446371,-0.081663319,-0.408316594
20151020:102752.52,42.328158,-83.04555433,185.1,6.915156248,52.80734381,0.155585639,0.777928195
20151020:102752.52,42.32819333,-83.04547717,185.1,7.754728856,58.22829266,0.47306703,2.365335152
20151020:102753.53,42.32822867,-83.04538883,185.2,8.5397704,61.58153564,0.292625653,1.463128264
20151020:102753.53,42.32826383,-83.04528983,185.1,9.323783056,64.34082998,0.240793857,1.203969283
20151020:102753.53,42.328299,-83.04518167,185,9.932370308,66.25858928,0.16735607,0.83678035
20151020:102753.53,42.3283355,-83.04506983,184.9,10.17210122,66.18117299,-0.006755846,-0.03377923
20151020:102753.53,42.3283725,-83.044959,184.8,9.992045812,65.69746476,-0.042211505,-0.211057527
20151020:102754.54,42.32840967,-83.0448505,184.7,9.842857052,65.13758386,-0.048858826,-0.244294131
20151020:102754.54,42.32844633,-83.04474367,184.6,9.684922744,65.10048982,-0.003237066,-0.016185328
20151020:102754.54,42.328483,-83.04464167,184.5,9.23169758,64.06694746,-0.090193585,-0.450967927
20151020:102754.54,42.32851967,-83.04455317,184.3,8.023268624,60.73082882,-0.291131273,-1.455656363
20151020:102754.54,42.328556,-83.04448183,184.3,6.793747464,55.43961591,-0.461745434,-2.308727169
20151020:102755.55,42.32859533,-83.04443067,184.2,5.866204932,43.88049648,-1.008723463,-5.043617315
20151020:102755.55,42.328638,-83.04439867,184.2,5.32192318,29.00519502,-1.298114939,-6.490574694
20151020:102755.55,42.32867933,-83.04438567,184.3,4.557459396,13.09083511,-1.388789894,-6.943949471
20151020:102755.55,42.3287155,-83.04438883,184.3,3.872734432,356.3044814,29.95104083,149.7552042
20151020:102755.55,42.32873867,-83.044399,184.3,2.232172516,342.0218673,-1.246393214,-6.231966072
20151020:102756.56,42.32874967,-83.04440717,184.3,0.989275812,331.2291072,-0.941845991,-4.709229954
20151020:102756.56,42.32875283,-83.04441033,184.2,0.164107636,323.5247331,-0.672333474,-3.361667372
20151020:102756.56,42.32875367,-83.0444115,184.1,0,314.160837,-0.817154089,-4.085770447
20151020:102756.56,42.32875417,-83.04441233,184,0,309.174708,-0.435121845,-2.175609224
20151020:102756.56,42.3287545,-83.04441283,183.9,0,311.7567097,0.225322159,1.126610795
20151020:102757.57,42.32875467,-83.04441333,183.9,0,294.6976395,-1.488684712,-7.443423558
20151020:102757.57,42.32875483,-83.0444135,183.8,0,321.850397,2.369525095,11.84762548
20151020:102757.57,42.328755,-83.04441367,183.8,0,323.5247342,0.146113486,0.730567431
20151020:102757.57,42.328755,-83.04441383,183.7,0,270,-4.670914216,-23.35457108
